timestamp,wind_speed,solar_irradiance,
2024/1/1 0:00,2.379651373,0,
2024/1/1 1:00,2.386259166,0,
2024/1/1 2:00,2.544128355,0,
2024/1/1 3:00,2.513813608,0,
2024/1/1 4:00,2.275659382,0,
2024/1/1 5:00,1.671896261,0,
2024/1/1 6:00,1.499449136,0,
2024/1/1 7:00,2.086876963,26.71802115,
2024/1/1 8:00,2.274682723,103.6314788,
2024/1/1 9:00,2.888141175,338.3471,
2024/1/1 10:00,3.124327069,451.5354355,
2024/1/1 11:00,2.931187472,386.4990482,
2024/1/1 12:00,2.529580742,537.494087,
2024/1/1 13:00,2.280465783,575.2557941,
2024/1/1 14:00,2.177279547,442.5820387,
2024/1/1 15:00,1.952050727,299.4282496,
2024/1/1 16:00,1.834964784,34.52923743,
2024/1/1 17:00,1.972853865,33.38448808,
2024/1/1 18:00,2.688236841,0,
2024/1/1 19:00,3.085242651,0,
2024/1/1 20:00,3.385248806,0,
2024/1/1 21:00,3.009778346,0,
2024/1/1 22:00,2.654787116,0,
2024/1/1 23:00,2.511114864,0,
2024/1/2 0:00,2.368037771,0,
2024/1/2 1:00,2.519173806,0,
2024/1/2 2:00,2.476283404,0,
2024/1/2 3:00,2.440316165,0,
2024/1/2 4:00,2.498111761,0,
2024/1/2 5:00,2.224838094,0,
2024/1/2 6:00,2.691372668,0,
2024/1/2 7:00,2.749759048,30.0650712,
2024/1/2 8:00,3.462068969,220.6751871,
2024/1/2 9:00,3.478960611,427.8721585,
2024/1/2 10:00,3.532345149,457.9805192,
2024/1/2 11:00,3.123167081,590.2065971,
2024/1/2 12:00,2.585397363,670.3500057,
2024/1/2 13:00,2.231601032,672.1675237,
2024/1/2 14:00,2.010345864,190.3484944,
2024/1/2 15:00,1.700681734,146.8223356,
2024/1/2 16:00,1.215611807,143.6222066,
2024/1/2 17:00,1.806491127,35.58351393,
2024/1/2 18:00,1.473902011,0,
2024/1/2 19:00,1.413345624,0,
2024/1/2 20:00,1.964598045,0,
2024/1/2 21:00,1.578706286,0,
2024/1/2 22:00,1.327228819,0,
2024/1/2 23:00,0.997899395,0,
2024/1/3 0:00,1.645937531,0,
2024/1/3 1:00,2.667894161,0,
2024/1/3 2:00,3.308101613,0,
2024/1/3 3:00,4.013414819,0,
2024/1/3 4:00,4.40783858,0,
2024/1/3 5:00,4.077636606,0,
2024/1/3 6:00,4.493466214,0,
2024/1/3 7:00,4.538830172,2.545200512,
2024/1/3 8:00,5.102154936,8.204721165,
2024/1/3 9:00,5.509889045,18.87192823,
2024/1/3 10:00,5.427571974,113.1619092,
2024/1/3 11:00,5.398469483,392.1181824,
2024/1/3 12:00,5.310627095,600.0759637,
2024/1/3 13:00,5.305592765,669.8736824,
2024/1/3 14:00,5.528650042,655.2606588,
2024/1/3 15:00,5.616242033,579.4042112,
2024/1/3 16:00,4.811457772,407.329481,
2024/1/3 17:00,2.711039273,182.6556625,
2024/1/3 18:00,2.970099577,0,
2024/1/3 19:00,3.492035036,0,
2024/1/3 20:00,3.702324244,0,
2024/1/3 21:00,3.769957375,0,
2024/1/3 22:00,3.607328385,0,
2024/1/3 23:00,3.328893596,0,
2024/1/4 0:00,3.160849747,0,
2024/1/4 1:00,3.114851671,0,
2024/1/4 2:00,3.09463141,0,
2024/1/4 3:00,3.069026289,0,
2024/1/4 4:00,2.932368085,0,
2024/1/4 5:00,2.704677252,0,
2024/1/4 6:00,2.793074644,0,
2024/1/4 7:00,2.999684286,29.17521021,
2024/1/4 8:00,3.068026641,166.8913764,
2024/1/4 9:00,2.912155345,195.4716702,
2024/1/4 10:00,2.772696384,335.1768824,
2024/1/4 11:00,2.527952154,470.4871391,
2024/1/4 12:00,2.051905619,515.8416875,
2024/1/4 13:00,1.531297927,592.6636975,
2024/1/4 14:00,1.101318274,367.9062501,
2024/1/4 15:00,1.153866586,383.0271846,
2024/1/4 16:00,1.226560403,209.7921866,
2024/1/4 17:00,0.995611418,78.7034895,
2024/1/4 18:00,1.561812902,0,
2024/1/4 19:00,2.043831429,0,
2024/1/4 20:00,2.105507839,0,
2024/1/4 21:00,2.0679223,0,
2024/1/4 22:00,2.104367068,0,
2024/1/4 23:00,1.900270033,0,
2024/1/5 0:00,1.888170515,0,
2024/1/5 1:00,2.136868183,0,
2024/1/5 2:00,1.999688728,0,
2024/1/5 3:00,1.671445783,0,
2024/1/5 3:59,1.606018054,0,
2024/1/5 4:59,1.634330858,0,
2024/1/5 5:59,1.590262407,0,
2024/1/5 6:59,2.009856764,22.36215619,
2024/1/5 7:59,1.670389217,168.2468003,
2024/1/5 8:59,1.747822627,376.0346592,
2024/1/5 9:59,1.628026621,369.4459109,
2024/1/5 10:59,1.227162157,466.4957664,
2024/1/5 11:59,0.713951278,391.2933309,
2024/1/5 12:59,0.354478273,590.6814209,
2024/1/5 13:59,0.652822935,468.166281,
2024/1/5 14:59,1.169610188,402.162216,
2024/1/5 15:59,1.016674643,329.6993791,
2024/1/5 16:59,0.957143656,132.3043777,
2024/1/5 17:59,1.092232641,0,
2024/1/5 18:59,1.178501274,0,
2024/1/5 19:59,1.534610212,0,
2024/1/5 20:59,1.993510095,0,
2024/1/5 21:59,2.056487089,0,
2024/1/5 22:59,1.843438305,0,
2024/1/5 23:59,1.228320341,0,
2024/1/6 0:59,0.49970696,0,
2024/1/6 1:59,0.989830812,0,
2024/1/6 2:59,1.542526366,0,
2024/1/6 3:59,1.655256817,0,
2024/1/6 4:59,1.097323926,0,
2024/1/6 5:59,0.972130916,0,
2024/1/6 6:59,0.838780054,31.48131427,
2024/1/6 7:59,0.705856127,90.82751656,
2024/1/6 8:59,0.863273962,420.8988129,
2024/1/6 9:59,1.42536197,548.4774597,
2024/1/6 10:59,1.772123749,643.8322464,
2024/1/6 11:59,1.889718575,702.7381278,
2024/1/6 12:59,2.156907858,676.7277655,
2024/1/6 13:59,1.891579503,166.7571309,
2024/1/6 14:59,1.999815643,153.1718554,
2024/1/6 15:59,1.614903268,62.63318639,
2024/1/6 16:59,1.705502811,34.56655069,
2024/1/6 17:59,1.800011794,0,
2024/1/6 18:59,2.091540886,0,
2024/1/6 19:59,2.219608149,0,
2024/1/6 20:59,2.111649736,0,
2024/1/6 21:59,1.990954126,0,
2024/1/6 22:59,2.102106388,0,
2024/1/6 23:59,2.21057405,0,
2024/1/7 0:59,1.758895874,0,
2024/1/7 1:59,1.701670049,0,
2024/1/7 2:59,2.212699934,0,
2024/1/7 3:59,2.463788565,0,
2024/1/7 4:59,1.802519782,0,
2024/1/7 5:59,2.413596934,0,
2024/1/7 6:59,3.013533503,30.22826431,
2024/1/7 7:59,3.055814573,223.6861375,
2024/1/7 8:59,3.510574319,362.7762944,
2024/1/7 9:59,3.451247818,471.201423,
2024/1/7 10:59,3.388600419,612.4150126,
2024/1/7 11:59,3.184885334,634.6933258,
2024/1/7 12:59,3.060608387,632.5615965,
2024/1/7 13:59,3.103462544,540.7969917,
2024/1/7 14:59,3.107673168,214.272948,
2024/1/7 15:59,2.688739132,198.803505,
2024/1/7 16:59,1.878748661,216.5401539,
2024/1/7 17:59,2.101794719,0,
2024/1/7 18:59,2.275384653,0,
2024/1/7 19:59,2.432157706,0,
2024/1/7 20:59,2.412051568,0,
2024/1/7 21:59,2.225920021,0,
2024/1/7 22:59,2.422242173,0,
2024/1/7 23:59,2.530876445,0,
2024/1/8 0:59,2.725908029,0,
2024/1/8 1:59,2.712613243,0,
2024/1/8 2:59,2.537193753,0,
2024/1/8 3:59,2.600477976,0,
2024/1/8 4:59,1.84379742,0,
2024/1/8 5:59,2.153481345,0,
2024/1/8 6:59,2.811858203,29.178842,
2024/1/8 7:59,3.505340093,179.2805381,
2024/1/8 8:59,3.672749289,409.8673341,
2024/1/8 9:59,3.31149265,290.5854998,
2024/1/8 10:59,3.158419437,535.7101123,
2024/1/8 11:59,2.858380284,399.7972501,
2024/1/8 12:59,2.782097461,394.6103897,
2024/1/8 13:59,2.95251692,233.1401431,
2024/1/8 14:59,3.068941161,141.4642375,
2024/1/8 15:59,2.757298774,104.2235802,
2024/1/8 16:59,2.116872328,129.2555967,
2024/1/8 17:59,2.104852302,0,
2024/1/8 18:59,2.345581891,0,
2024/1/8 19:59,2.431921285,0,
2024/1/8 20:59,2.18296597,0,
2024/1/8 21:59,2.399741146,0,
2024/1/8 22:59,2.207175802,0,
2024/1/8 23:59,1.864570201,0,
2024/1/9 0:59,1.57828466,0,
2024/1/9 1:59,1.576651477,0,
2024/1/9 2:59,1.517475022,0,
2024/1/9 3:59,1.666158859,0,
2024/1/9 4:59,1.252632765,0,
2024/1/9 5:59,1.364789837,0,
2024/1/9 6:59,1.794552917,18.12834942,
2024/1/9 7:59,1.818319308,57.4468934,
2024/1/9 8:59,1.763621337,141.7612329,
2024/1/9 9:59,1.493858131,208.0735693,
2024/1/9 10:59,1.464721524,294.2126076,
2024/1/9 11:59,1.675176742,84.69350286,
2024/1/9 12:59,1.935073001,70.56764859,
2024/1/9 13:59,2.330836225,375.4200818,
2024/1/9 14:59,2.532875232,327.5323487,
2024/1/9 15:59,2.12076515,141.1932528,
2024/1/9 16:59,1.430271746,47.37271666,
2024/1/9 17:59,1.890916305,0,
2024/1/9 18:59,1.922004196,0,
2024/1/9 19:59,2.047585347,0,
2024/1/9 20:59,1.830541037,0,
2024/1/9 21:59,1.977565393,0,
2024/1/9 22:59,2.218168912,0,
2024/1/9 23:59,2.116787201,0,
2024/1/10 0:59,2.072073659,0,
2024/1/10 1:59,2.626894352,0,
2024/1/10 2:59,3.528883435,0,
2024/1/10 3:59,4.027820881,0,
2024/1/10 4:59,3.356795112,0,
2024/1/10 5:59,3.460504147,0,
2024/1/10 6:59,3.528044707,25.37005607,
2024/1/10 7:59,4.084507449,179.2060172,
2024/1/10 8:59,4.833932722,365.8463963,
2024/1/10 9:59,4.87425714,602.8576916,
2024/1/10 10:59,4.547523838,683.5825072,
2024/1/10 11:59,4.242322831,670.1029437,
2024/1/10 12:59,4.084341202,732.992112,
2024/1/10 13:59,3.969327298,714.5499973,
2024/1/10 14:59,4.028477891,505.8543466,
2024/1/10 15:59,3.478253821,452.9556434,
2024/1/10 16:59,1.872433844,406.198037,
2024/1/10 17:59,2.112802076,0,
2024/1/10 18:59,2.408665206,0,
2024/1/10 19:59,2.928466975,0,
2024/1/10 20:59,3.44526936,0,
2024/1/10 21:59,3.939625139,0,
2024/1/10 22:59,3.82183861,0,
2024/1/10 23:59,3.610906782,0,
2024/1/11 0:59,3.547751252,0,
2024/1/11 1:59,3.465939969,0,
2024/1/11 2:59,3.30073196,0,
2024/1/11 3:59,3.397614059,0,
2024/1/11 4:59,2.860220489,0,
2024/1/11 5:59,2.774938825,0,
2024/1/11 6:59,2.693623911,19.39713861,
2024/1/11 7:59,2.762739571,152.4787633,
2024/1/11 8:59,2.705431609,213.6642895,
2024/1/11 9:59,2.622329052,265.4568046,
